Key,Description,en,fr
fa26-opDesertCobra:mission2_description,Description of a mission.,Turn the tables and attack the enemy airbases' supplies.,Inversez les roles et attaquez les depots de fournitures des bases ennemies.
F/A-26B:fa26-opDesertCobra:mission2:obj_7:name,A mission objective name,Destroy Depots North,Detruire les Depots au Nord
F/A-26B:fa26-opDesertCobra:mission2:obj_7:info,Mission objective info.,Destroy the enemy depots at the northern airbase.,Detruisez les depots ennemis a la base aerienne du nord.
F/A-26B:fa26-opDesertCobra:mission2:obj_4:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission2:obj_4:info,Mission objective info.,Mission complete! Land back at the airbase.,Mission accomplie ! Retournez a la base aerienne.
F/A-26B:fa26-opDesertCobra:mission2:obj_6:name,A mission objective name,Destroy Depots East,Detruire les Depots a l'Est
F/A-26B:fa26-opDesertCobra:mission2:obj_6:info,Mission objective info.,Destroy the enemy depots at the eastern airbase.,Detruisez les depots ennemis a la base aerienne de l'est.
fa26-opDesertCobra:mission3_name,Name of a mission.,Strike on Naval Test Lake,Attaque sur le Lac d'Essai Naval
fa26-opDesertCobra:mission3_description,Description of a mission.,Escort a strike group sent to destroy ships at the enemy's naval testing area.,Escortez un groupe d'attaque envoye pour detruire des navires dans la zone d'essai naval ennemie.
F/A-26B:fa26-opDesertCobra:mission3:obj_0:name,A mission objective name,Destroy Ships,Detruire les Navires
F/A-26B:fa26-opDesertCobra:mission3:obj_0:info,Mission objective info.,SEAD & protect X-Ray while they complete anti-shipping mission.,SEAD & protegez X-Ray pendant qu'ils accomplissent la mission anti-navires.
F/A-26B:fa26-opDesertCobra:mission3:obj_1:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission3:obj_1:info,Mission objective info.,Mission complete! Return to base.,Mission accomplie ! Retournez a la base.
F/A-26B:fa26-opDesertCobra:mission3:obj_2:name,A mission objective name,Join Strikers,Rejoindre les Attaquants
F/A-26B:fa26-opDesertCobra:mission3:obj_2:info,Mission objective info.,Join the group of Anti-Ship strikers.,Rejoignez le groupe d'attaquants anti-navires.
F/A-26B:fa26-opDesertCobra:mission3:obj_3:name,A mission objective name,Assist Bomber,Aider le Bombardier
F/A-26B:fa26-opDesertCobra:mission3:obj_3:info,Mission objective info.,Protect the bomber while it attacks the remaining ships.,Protegez le bombardier pendant qu'il attaque les navires restants.
F/A-26B:fa26-opDesertCobra:mission3:obj_4:name,A mission objective name,Escort,Escorter
F/A-26B:fa26-opDesertCobra:mission3:obj_4:info,Mission objective info.,Follow and protect the strike group along the way to the attack waypoint.,Suivez et protegez le groupe d'attaque en route vers le point de la mission.
F/A-26B:fa26-opDesertCobra:mission3:obj_5:name,A mission objective name,Defend X-Ray,Defendre X-Ray
F/A-26B:fa26-opDesertCobra:mission3:obj_5:info,Mission objective info.,Destroy the fighters threatening X-Ray strike group.,Detruisez les chasseurs menacant le groupe d'attaque X-Ray.
fa26-opDesertCobra:mission4_name,Name of a mission.,Tanker Escort,Escorter le Ravitailleur
fa26-opDesertCobra:mission4_description,Description of a mission.,Defend a tanker from airborne threats while it rendezvous with allied bombers.,Defendez un ravitailleur contre les menaces aeriennes pendant qu'il se rend au groupe de bombardiers allies.
F/A-26B:fa26-opDesertCobra:mission4:obj_0:name,A mission objective name,Protect Tanker,Proteger le Ravitailleur
F/A-26B:fa26-opDesertCobra:mission4:obj_0:info,Mission objective info.,Defend the tanker as it rendezvous with bomber group Sierra.,Defendez le ravitailleur pendant qu'il se rend au groupe de bombardiers Sierra.
F/A-26B:fa26-opDesertCobra:mission4:obj_1:name,A mission objective name,Protect RTB,Proteger le RTB
F/A-26B:fa26-opDesertCobra:mission4:obj_1:info,Mission objective info.,Defend the tanker and bombers as they refuel and return to base.,Defendez le ravitailleur et les bombardiers pendant qu'ils se ravitaillent et retournent a la base.
F/A-26B:fa26-opDesertCobra:mission4:obj_2:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission4:obj_2:info,Mission objective info.,Mission complete. Return to base.,Mission accomplie. Retournez a la base.
fa26-opDesertCobra:mission5_name,Name of a mission.,Departure,Depart
fa26-opDesertCobra:mission5_description,Description of a mission.,Our naval strike group will be departing from port on the western coast. Hostile forces are trying to stop them.,Notre groupe de frappe naval partira du port sur la cote ouest. Les forces hostiles essaient de les arreter.
F/A-26B:fa26-opDesertCobra:mission5:obj_0:name,A mission objective name,Fly To AO,Voler vers AO
F/A-26B:fa26-opDesertCobra:mission5:obj_0:info,Mission objective info.,Fly to the naval base.,Volez vers la base navale.
F/A-26B:fa26-opDesertCobra:mission5:obj_1:name,A mission objective name,Defend the fleet,Defendez la flotte
F/A-26B:fa26-opDesertCobra:mission5:obj_1:info,Mission objective info.,Defend the carrier fleet as it embarks form the port.,Defendez la flotte de porte-avions alors qu'elle quitte le port.
F/A-26B:fa26-opDesertCobra:mission5:obj_2:name,A mission objective name,Carrier Landing,Atterrissage sur le Porte-avions
F/A-26B:fa26-opDesertCobra:mission5:obj_2:info,Mission objective info.,Land on the carrier.,Atterrissez sur le porte-avions.
F/A-26B:fa26-opDesertCobra:mission5:obj_3:name,A mission objective name,Ground Targets Brdg,Cibles au Sol Brdg
F/A-26B:fa26-opDesertCobra:mission5:obj_3:info,Mission objective info.,Destroy armored vehicles moving towards the base.,Detruisez les vehicules blindes se dirigeant vers la base.
F/A-26B:fa26-opDesertCobra:mission5:obj_4:name,A mission objective name,Ground Targets Cnyn,Cibles au Sol Cnyn
F/A-26B:fa26-opDesertCobra:mission5:obj_4:info,Mission objective info.,Destroy ground targets moving through the canyons towards the base.,Detruisez les cibles terrestres se deplacant a travers les canyons vers la base.
F/A-26B:fa26-opDesertCobra:mission5:obj_5:name,A mission objective name,Hostile Attackers,Attaquants Hostiles
F/A-26B:fa26-opDesertCobra:mission5:obj_5:info,Mission objective info.,Destroy hostile attack aircraft.,Detruisez les avions d'attaque hostiles.
F/A-26B:fa26-opDesertCobra:mission5:obj_6:name,A mission objective name,Hostile Attackers 2,Attaquants Hostiles 2
F/A-26B:fa26-opDesertCobra:mission5:obj_6:info,Mission objective info.,Destroy hostile attack aircraft.,Detruisez les avions d'attaque hostiles.
F/A-26B:fa26-opDesertCobra:mission5:obj_7:name,A mission objective name,Hostile Bombers,Bombardiers Hostiles
F/A-26B:fa26-opDesertCobra:mission5:obj_7:info,Mission objective info.,Destroy hostile bomber and its escorts.,Detruisez le bombardier hostile et ses escortes.
fa26-opDesertCobra:mission6_name,Name of a mission.,Northern Assault,Assaut du Nord
fa26-opDesertCobra:mission6_description,Description of a mission.,Participate in a strike on hostile military targets.,Participez a une attaque contre des cibles militaires hostiles.
F/A-26B:fa26-opDesertCobra:mission6:obj_0:name,A mission objective name,CAP,CAP
F/A-26B:fa26-opDesertCobra:mission6:obj_0:info,Mission objective info.,General objective: Fly Combat Air Patrol.,Objectif general : Effectuez une Patrouille Aerienne de Combat.
F/A-26B:fa26-opDesertCobra:mission6:obj_1:name,A mission objective name,Air Targets,Cibles Aeriennes
F/A-26B:fa26-opDesertCobra:mission6:obj_1:info,Mission objective info.,Destroy enemy air targets.,Detruisez les cibles aeriennes ennemies.
F/A-26B:fa26-opDesertCobra:mission6:obj_2:name,A mission objective name,Carrier Aircraft,Avions du Porte-avions
F/A-26B:fa26-opDesertCobra:mission6:obj_2:info,Mission objective info.,Destroy air targets launching from enemy carrier.,Detruisez les cibles aeriennes lancant depuis le porte-avions ennemi.
F/A-26B:fa26-opDesertCobra:mission6:obj_3:name,A mission objective name,Phase 2,Phase 2
F/A-26B:fa26-opDesertCobra:mission6:obj_3:info,Mission objective info.,Shift CAP focus to the next waypoint.,Deplacez le CAP vers le prochain point de passage.
F/A-26B:fa26-opDesertCobra:mission6:obj_4:name,A mission objective name,Air Targets 2,Cibles Aeriennes 2
F/A-26B:fa26-opDesertCobra:mission6:obj_4:info,Mission objective info.,Destroy aircraft departing from the enemy airbase.,Detruisez les avions partant de la base aerienne ennemie.
F/A-26B:fa26-opDesertCobra:mission6:obj_5:name,A mission objective name,Destroy Bomber,Detruire le Bombardier
F/A-26B:fa26-opDesertCobra:mission6:obj_5:info,Mission objective info.,Destroy enemy bomber and escorts threatening carrier.,Detruisez le bombardier ennemi et les escortes menacant le porte-avions.
F/A-26B:fa26-opDesertCobra:mission6:obj_6:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission6:obj_6:info,Mission objective info.,,
F/A-26B:fa26-opDesertCobra:mission6:obj_7:name,A mission objective name,Begin Attack,Commencez l'Attaque
F/A-26B:fa26-opDesertCobra:mission6:obj_7:info,Mission objective info.,Approach the attack waypoint with the other air groups.,Approchez-vous du point de l'attaque avec les autres groupes aeriens.
fa26-opDesertCobra:mission7_name,Name of a mission.,Striking Oil,Attaque du Petrole
fa26-opDesertCobra:mission7_description,Description of a mission.,The carrier group's next target is one of the enemy's main sources of oil.,Le prochain objectif du groupe de porte-avions est l'une des principales sources de petrole de l'ennemi.
F/A-26B:fa26-opDesertCobra:mission7:obj_0:name,A mission objective name,Launch,Decollage
F/A-26B:fa26-opDesertCobra:mission7:obj_0:info,Mission objective info.,Take off and orbit waypoint.,Decollez et effectuez un tour autour du point de passage.
F/A-26B:fa26-opDesertCobra:mission7:obj_1:name,A mission objective name,Attack Oil Rigs,Attaquer les Plates-formes Petrolieres
F/A-26B:fa26-opDesertCobra:mission7:obj_1:info,Mission objective info.,Destroy the four oil rigs.,Detruisez les quatre plates-formes petrolieres.
F/A-26B:fa26-opDesertCobra:mission7:obj_3:name,A mission objective name,Pending,En Attente
F/A-26B:fa26-opDesertCobra:mission7:obj_3:info,Mission objective info.,Fly to objective waypoint and await further instructions.,Volez vers le point de l'objectif et attendez de nouvelles instructions.
F/A-26B:fa26-opDesertCobra:mission7:obj_4:name,A mission objective name,VIP Target,Cible VIP
F/A-26B:fa26-opDesertCobra:mission7:obj_4:info,Mission objective info.,Find and destroy the high priority target.,Trouvez et detruisez la cible de haute priorite.
F/A-26B:fa26-opDesertCobra:mission7:obj_5:name,A mission objective name,RTB,RTB
F/A-26B:fa26-opDesertCobra:mission7:obj_5:info,Mission objective info.,Return to the carrier.,Retournez au porte-avions.
fa26-opDesertCobra:mission8_name,Name of a mission.,Decapitation,Decapitation
fa26-opDesertCobra:mission8_description,Description of a mission.,End the conflict for good by launching a heavy strike on the command center.,Mettez fin au conflit de maniere definitive en lancant une frappe lourde sur le centre de commandement.
F/A-26B:fa26-opDesertCobra:mission8:obj_0:name,A mission objective name,Rejoin,Rejoindre
F/A-26B:fa26-opDesertCobra:mission8:obj_0:info,Mission objective info.,Rejoin with the wing leader.,Rejoignez le leader de l'escadre.
F/A-26B:fa26-opDesertCobra:mission8:obj_1:name,A mission objective name,Follow,Suivre
F/A-26B:fa26-opDesertCobra:mission8:obj_1:info,Mission objective info.,Follow the wing leader and her commands on the way to the AO.,Suivez le leader de l'escadre et ses ordres en route vers la zone d'operation.
F/A-26B:fa26-opDesertCobra:mission8:obj_2:name,A mission objective name,Strike Supplies,Frappe des Fournitures
F/A-26B:fa26-opDesertCobra:mission8:obj_2:info,Mission objective info.,Destroy all supply depots in the base.,Detruisez tous les depots de fournitures dans la base.
F/A-26B:fa26-opDesertCobra:mission8:obj_4:name,A mission objective name,Clear Defenses,Eliminer les Defenses
F/A-26B:fa26-opDesertCobra:mission8:obj_4:info,Mission objective info.,Disable any remaining air defenses around the base.,Desactivez toutes les defenses aeriennes restantes autour de la base.
F/A-26B:fa26-opDesertCobra:mission8:obj_5:name,A mission objective name,Protect Transport,Proteger le Transport
F/A-26B:fa26-opDesertCobra:mission8:obj_5:info,Mission objective info.,Protect the transport and the team of soldiers it carries.,Protegez le transport et l'equipe de soldats qu'il transporte.
